Author-Tokens,Average-Rating,Num-Ratings,Cluster
"['dr', 'hofstadter']",9.0,13,0
"['dr', 'koontz']",7.552763819095477,1393,1
"['dr', 'meredith']",6.714285714285714,7,0
"['dr', 'riso']",8.0,4,0
"['dr', 'williams']",9.0,4,0
"['drg', 'iii']",7.0,5,0
"['drk', 'westheimer']",5.75,4,0
"['dt', 'huong']",9.0,4,0
"['dv', 'arman']",6.6,5,0
"['dv', 'cauwelaert']",9.2,5,0
"['dv', 'drehle']",7.5,4,0
"['dw', 'buffa']",6.0,5,0
"['dw', 'cross']",7.875,40,0
"['dw', 'jones']",7.827586206896552,87,0
"['dw', 'moore']",9.0,4,0
"['dw', 'smith']",7.076923076923077,13,0
"['dw', 'weber']",6.75,4,0
"['dz', 'cook']",7.0,5,0
"['e', 'abbey']",8.040816326530612,49,0
"['e', 'adler']",7.571428571428571,14,0
"['e', 'albee']",8.5,10,0
"['e', 'aron']",7.25,4,0
"['e', 'aston']",5.333333333333333,6,0
"['e', 'ayers']",7.0,4,0
"['e', 'ball']",9.125,8,0
"['e', 'barbieri']",8.25,4,0
"['e', 'barr']",7.315789473684211,19,0
"['e', 'bellamy']",7.8,5,0
"['e', 'benedict']",7.4,10,0
"['e', 'berg']",7.667425968109339,439,1
"['e', 'bevarly']",6.6521739130434785,23,0
"['e', 'black']",8.0,19,0
"['e', 'bloor']",7.0,9,0
"['e', 'blyton']",7.75,4,0
"['e', 'bombeck']",8.027397260273972,146,0
"['e', 'bouton']",8.5,4,0
"['e', 'boyle']",8.5,4,0
"['e', 'brightwell']",7.333333333333333,9,0
"['e', 'bronte']",8.006172839506172,162,0
"['e', 'buchan']",7.4523809523809526,42,0
"['e', 'buchanan']",8.4375,16,0
"['e', 'bull']",8.0,16,0
"['e', 'bunting']",7.5,4,0
"['e', 'burdick']",8.5,4,0
"['e', 'burroughs']",7.8,5,0
"['e', 'buschheuer']",5.666666666666667,6,0
"['e', 'byerrum']",7.777777777777778,9,0
"['e', 'callenbach']",7.777777777777778,9,0
"['e', 'canin']",7.777777777777778,9,0
"['e', 'carle']",9.166666666666666,6,0
"['e', 'carmichael']",7.909090909090909,11,0
"['e', 'castro']",9.0,10,0
"['e', 'chadwick']",7.2,5,0
"['e', 'childers']",7.5,4,0
"['e', 'claire']",7.0,4,0
"['e', 'coatsworth']",9.055555555555555,18,0
"['e', 'coen']",7.285714285714286,7,0
"['e', 'coffman']",8.083333333333334,12,0
"['e', 'colfer']",8.022222222222222,180,0
"['e', 'conford']",6.5,4,0
"['e', 'cunningham']",6.833333333333333,6,0
"['e', 'currie']",5.0,4,0
"['e', 'danticat']",7.052631578947368,57,0
"['e', 'datlow']",8.02,50,0
"['e', 'degeneres']",7.25,68,0
"['e', 'dickinson']",8.176470588235293,17,0
"['e', 'donoghue']",7.7560975609756095,41,0
"['e', 'doyle']",8.4,5,0
"['e', 'drake']",9.5,4,0
"['e', 'dreyer']",7.75,4,0
"['e', 'druse']",6.166666666666667,6,0
"['e', 'eager']",8.0,6,0
"['e', 'eaves']",8.428571428571429,7,0
"['e', 'ehrlich']",7.8,5,0
"['e', 'emerson']",6.75,4,0
"['e', 'ensler']",7.733333333333333,45,0
"['e', 'estes']",8.25,12,0
"['e', 'fein']",5.722222222222222,18,0
"['e', 'fischer']",8.0,4,0
"['e', 'flint']",7.375,8,0
"['e', 'forbes']",7.3125,16,0
"['e', 'forrest']",6.6,5,0
"['e', 'forward']",7.875,8,0
"['e', 'fowler']",7.645833333333333,48,0
"['e', 'fox']",8.0,10,0
"['e', 'franklin']",8.0,4,0
"['e', 'freire']",6.2,5,0
"['e', 'freud']",6.777777777777778,9,0
"['e', 'friesner']",7.571428571428571,21,0
"['e', 'fulton']",7.0,4,0
"['e', 'gage']",6.75,4,0
"['e', 'galeano']",8.75,4,0
"['e', 'garcia']",7.857142857142857,28,0
"['e', 'george']",7.699346405228758,306,1
"['e', 'gilbert']",7.0,4,0
"['e', 'gilchrist']",7.884615384615385,26,0
"['e', 'gold']",6.888888888888889,9,0
"['e', 'gordeeva']",8.136363636363637,22,0
"['e', 'gorey']",8.514285714285714,35,0
"['e', 'goudge']",6.953846153846154,65,0
"['e', 'graver']",7.5,8,0
"['e', 'grayson']",7.1875,16,0
"['e', 'griffin']",7.5,4,0
"['e', 'group']",8.0,25,0
"['e', 'hamilton']",8.285714285714286,21,0
"['e', 'hand']",6.870967741935484,31,0
"['e', 'hansen']",7.444444444444445,9,0
"['e', 'harris']",7.0,4,0
"['e', 'hart']",6.8,5,0
"['e', 'hawke']",7.325581395348837,43,0
"['e', 'haydon']",8.588235294117647,17,0
"['e', 'heller']",5.5,14,0
"['e', 'hemingway']",7.670995670995671,231,0
"['e', 'hendrickson']",8.75,4,0
"['e', 'heron']",9.0,4,0
"['e', 'herrigel']",8.8,5,0
"['e', 'hess']",7.75,4,0
"['e', 'hester']",7.5,14,0
"['e', 'hilts']",7.0,5,0
"['e', 'holland']",8.25,4,0
"['e', 'holly']",8.24,25,0
"['e', 'hunter']",5.866666666666666,15,0
"['e', 'ibbotson']",8.25,8,0
"['e', 'idle']",8.2,5,0
"['e', 'jackson']",10.0,4,0
"['e', 'james']",7.1,10,0
"['e', 'jeffrey']",8.0,5,0
"['e', 'jelinek']",4.333333333333333,6,0
"['e', 'jong']",7.526315789473684,19,0
"['e', 'juska']",7.75,16,0
"['e', 'kerner']",7.25,4,0
"['e', 'kipel']",6.642857142857143,14,0
"['e', 'knox']",7.2,5,0
"['e', 'konecky']",7.4,5,0
"['e', 'koster']",7.4,5,0
"['e', 'kublerross']",8.8,5,0
"['e', 'kushner']",8.0,5,0
"['e', 'larson']",8.242424242424242,66,0
"['e', 'lau']",7.5,4,0
"['e', 'layton']",6.0,5,0
"['e', 'lee']",6.7272727272727275,11,0
"['e', 'leonard']",6.9135135135135135,185,0
"['e', 'lipman']",7.266666666666667,75,0
"['e', 'lopez']",8.8,10,0
"['e', 'lowell']",7.604938271604938,162,0
"['e', 'lucaire']",8.4,5,0
"['e', 'lustbader']",6.714285714285714,14,0
"['e', 'marcus']",7.25,4,0
"['e', 'martin']",9.5,4,0
"['e', 'maxwell']",8.0,4,0
"['e', 'mcbain']",7.388059701492537,67,0
"['e', 'mccoy']",7.0,4,0
"['e', 'mccracken']",8.170731707317072,41,0
"['e', 'mcfarlane']",7.875,8,0
"['e', 'mcgaa']",8.166666666666666,6,0
"['e', 'mclaughlin']",7.462962962962963,378,1
"['e', 'mendoza']",7.4,30,0
"['e', 'moon']",8.0,36,0
"['e', 'morris']",8.727272727272727,11,0
"['e', 'oda']",9.0,5,0
"['e', 'oneill']",7.75,4,0
"['e', 'orloff']",7.4,5,0
"['e', 'orsenna']",8.733333333333333,15,0
"['e', 'osorio']",9.5,4,0
"['e', 'palmer']",6.25,4,0
"['e', 'pantley']",7.6,5,0
"['e', 'pargeter']",8.75,4,0
"['e', 'pattison']",6.9,10,0
"['e', 'pepper']",7.5,4,0
"['e', 'peters']",7.651079136690647,278,0
"['e', 'pizzey']",6.25,4,0
"['e', 'poe']",5.0,4,0
"['e', 'porath']",8.5,4,0
"['e', 'prentiss']",9.0,4,0
"['e', 'raskin']",8.48,50,0
"['e', 'redfern']",6.809523809523809,21,0
"['e', 'richards']",7.2,20,0
"['e', 'riley']",6.6,5,0
"['e', 'rimbauer']",6.7560975609756095,41,0
"['e', 'ritter']",7.25,4,0
"['e', 'roberts']",7.142857142857143,7,0
"['e', 'robinson']",8.1,20,0
"['e', 'rose']",9.0,4,0
"['e', 'rostand']",9.5,6,0
"['e', 'rutherford']",7.9655172413793105,29,0
"['e', 'rutherfurd']",7.666666666666667,60,0
"['e', 'sabato']",8.0,5,0
"['e', 'santiago']",7.75,4,0
"['e', 'sanvoisin']",8.636363636363637,11,0
"['e', 'schlosser']",8.380952380952381,189,0
"['e', 'schmitt']",8.615384615384615,26,0
"['e', 'segal']",7.488888888888889,45,0
"['e', 'shackleton']",7.7,10,0
"['e', 'skom']",7.25,4,0
"['e', 'smart']",6.75,8,0
"['e', 'spindler']",7.351648351648351,91,0
"['e', 'stewart']",6.25,4,0
"['e', 'strout']",7.288888888888889,45,0
"['e', 'sussman']",8.625,8,0
"['e', 'tennant']",3.75,4,0
"['e', 'thornton']",7.166666666666667,6,0
"['e', 'toll']",7.2,5,0
"['e', 'tolle']",7.7272727272727275,11,0
"['e', 'viets']",7.733333333333333,15,0
"['e', 'vilamatas']",6.75,4,0
"['e', 'watters']",8.0,5,0
"['e', 'waugh']",7.846153846153846,26,0
"['e', 'weihenmayer']",9.25,4,0
"['e', 'weiner']",7.6,5,0
"['e', 'welty']",6.7272727272727275,11,0
"['e', 'wharton']",7.756410256410256,78,0
"['e', 'wiesel']",8.44,100,0
"['e', 'winthrop']",7.4,5,0
"['e', 'wurtzel']",7.333333333333333,57,0
"['e', 'young']",7.472222222222222,36,0
"['e', 'zola']",8.35,20,0
"['ea', 'abbott']",8.074074074074074,27,0
"['ea', 'poe']",8.0,82,0
"['ea', 'proulx']",7.545454545454546,66,0
"['ea', 'scarborough']",7.862068965517241,29,0
['earthworks'],7.75,4,0
"['eb', 'browning']",9.090909090909092,11,0
"['eb', 'ewald']",8.25,4,0
"['eb', 'white']",8.928104575163399,153,0
"['ec', 'haugaard']",9.0,4,0
"['ed', 'luca']",8.2,5,0
"['ed', 'queiros']",8.0,5,0
"['edh', 'jr']",6.2,10,0
"['edj', 'hirsch']",9.75,4,0
"['ee', 'cummings']",8.8,10,0
"['ee', 'white']",8.066666666666666,15,0
"['ef', 'hailey']",8.428571428571429,14,0
"['ef', 'hansen']",8.0,5,0
"['eg', 'oneill']",8.25,4,0
"['eg', 'speare']",7.732142857142857,56,0
"['eh', 'ayer']",8.25,4,0
"['eh', 'beer']",7.0,6,0
"['eh', 'milne']",8.5,4,0
"['eh', 'minarik']",8.909090909090908,33,0
"['eh', 'peterson']",8.8,5,0
"['ej', 'cotton']",5.571428571428571,7,0
"['ej', 'dickey']",7.153846153846154,13,0
"['ej', 'gaines']",7.735294117647059,102,0
"['ej', 'zelinski']",6.4,5,0
"['el', 'doctorow']",7.578947368421052,38,0
"['el', 'harris']",8.133333333333333,30,0
"['el', 'kirchner']",8.25,4,0
"['el', 'konigsburg']",8.25,56,0
"['el', 'masters']",8.0,4,0
"['el', 'swann']",7.285714285714286,7,0
"['em', 'forster']",7.873239436619718,71,0
"['em', 'goldman']",6.5,4,0
"['em', 'goldratt']",8.11111111111111,9,0
"['em', 'hallowell']",8.25,4,0
"['em', 'kaye']",8.5,4,0
"['em', 'mickler']",8.75,4,0
"['em', 'pope']",7.0,5,0
"['em', 'remarque']",8.486486486486486,37,0
"['em', 'swift']",8.25,12,0
"['em', 'thomas']",7.2,35,0
"['eo', 'orczy']",9.5,4,0
"['eo', 'parrott']",7.0,4,0
"['eop', 'press']",8.2,5,0
"['eov', 'times']",8.25,4,0
"['ep', 'jones']",7.454545454545454,11,0
"['eph', 'books']",7.785714285714286,14,0
"['er', 'braithwaite']",7.6,5,0
"['er', 'burroughs']",8.3,10,0
"['er', 'codell']",8.0,8,0
"['es', 'connell']",7.5,4,0
"['es', 'herman']",8.0,4,0
"['es', 'james']",6.9393939393939394,33,0
"['es', 'nylund']",7.222222222222222,9,0
"['es', 'raymond']",9.0,5,0
"['esj', 'gorey']",9.25,4,0
"['esv', 'millay']",6.0,4,0
['euripides'],8.5,10,0
"['ev', 'arnim']",8.333333333333334,6,0
"['ev', 'lustbader']",6.5,4,0
"['ew', 'fernea']",8.714285714285714,7,0
"['ew', 'heine']",6.0,4,0
"['f', 'andahazi']",7.0,8,0
"['f', 'aramburu']",7.5,4,0
"['f', 'bastiat']",9.142857142857142,7,0
"['f', 'batmanhelidj']",8.2,5,0
"['f', 'beigbeder']",6.928571428571429,14,0
"['f', 'brand']",7.333333333333333,6,0
"['f', 'buckley']",7.4,5,0
"['f', 'busch']",7.75,4,0
"['f', 'campbell']",7.5,4,0
"['f', 'capra']",5.8,5,0
"['f', 'carter']",8.24,25,0
"['f', 'chin']",7.5,4,0
"['f', 'conroy']",7.0,4,0
"['f', 'dostoevsky']",8.157894736842104,38,0
"['f', 'dostoyevsky']",7.791666666666667,48,0
"['f', 'douglass']",8.08695652173913,23,0
"['f', 'drescher']",7.117647058823529,17,0
"['f', 'duerenmatt']",7.833333333333333,6,0
"['f', 'duerrenmatt']",8.857142857142858,7,0
"['f', 'dumas']",8.785714285714286,14,0
"['f', 'flagg']",8.034582132564841,347,1
"['f', 'forsyth']",7.32258064516129,62,0
"['f', 'gallagher']",7.25,4,0
"['f', 'gipson']",7.111111111111111,9,0
"['f', 'goosen']",5.75,4,0
"['f', 'graham']",8.0,4,0
"['f', 'haefele']",7.25,4,0
"['f', 'herbert']",8.138339920948617,253,0
"['f', 'housden']",6.0,5,0
"['f', 'illies']",5.88,25,0
"['f', 'jimenez']",8.6,5,0
"['f', 'kafka']",8.046875,64,0
"['f', 'kellerman']",7.631205673758865,423,1
"['f', 'king']",8.529411764705882,17,0
"['f', 'kohner']",8.25,4,0
"['f', 'kuffel']",8.142857142857142,7,0
"['f', 'lalana']",5.6,5,0
"['f', 'lenz']",7.0,6,0
"['f', 'marciano']",7.5,10,0
"['f', 'mathews']",6.25,4,0
"['f', 'mauriac']",7.8,5,0
"['f', 'mayes']",7.162601626016261,123,0
"['f', 'mccourt']",8.001757469244287,569,1
"['f', 'mernissi']",7.571428571428571,7,0
"['f', 'michaels']",7.021645021645021,231,0
"['f', 'mowat']",7.947368421052632,19,0
"['f', 'nietzsche']",8.0,9,0
"['f', 'park']",6.8,5,0
"['f', 'pascal']",6.954545454545454,22,0
"['f', 'peretti']",8.048780487804878,41,0
"['f', 'pohl']",7.333333333333333,9,0
"['f', 'popcorn']",8.5,4,0
"['f', 'prose']",7.2727272727272725,11,0
"['f', 'raphael']",7.75,4,0
"['f', 'reitzes']",8.75,4,0
"['f', 'rivers']",8.65079365079365,63,0
"['f', 'robinson']",7.8,5,0
"['f', 'rogers']",9.0,7,0
"['f', 'rohe']",7.6,5,0
"['f', 'saberhagen']",5.714285714285714,7,0
"['f', 'sams']",8.4,5,0
"['f', 'savater']",6.5,4,0
"['f', 'soryo']",9.25,4,0
"['f', 'sullivan']",7.8,5,0
"['f', 'vargas']",7.964285714285714,28,0
"['f', 'volo']",6.25,4,0
"['f', 'walker']",6.8,20,0
"['f', 'watt']",9.0,4,0
"['f', 'weaver']",8.0,4,0
"['f', 'weldon']",7.3,20,0
"['f', 'writers']",9.5,6,0
"['fb', 'gilbreth']",8.5,8,0
"['fbj', 'gilbreth']",7.888888888888889,9,0
"['fd', 'felitta']",7.0,7,0
"['fd', 'rojas']",6.75,4,0
"['fe', 'peretti']",8.137931034482758,58,0
['fem'],8.6,5,0
"['fg', 'lorca']",8.454545454545455,11,0
"['fh', 'burnett']",8.809090909090909,110,0
"['fl', 'block']",7.6521739130434785,92,0
"['fm', 'lappe']",7.285714285714286,7,0
"['fm', 'robinson']",7.0,9,0
"['fm', 'stewart']",8.5,6,0
"['fm', 'voltaire']",7.826086956521739,46,0
"['fo', 'dowell']",7.833333333333333,6,0
['follet'],6.75,4,0
['forster'],7.666666666666667,6,0
"['fp', 'heide']",9.571428571428571,7,0
"['fp', 'wilson']",7.16,25,0
"['fr', 'schreiber']",8.526315789473685,19,0
['frommer'],7.25,4,0
"['fs', 'fitzgerald']",7.829896907216495,194,0
"['fs', 'fritzgerald']",8.1,10,0
"['fw', 'dixon']",7.68,25,0
['fynn'],8.333333333333334,6,0
"['g', 'anderson']",6.75,4,0
"['g', 'andersondargatz']",7.125,8,0
"['g', 'base']",9.25,4,0
"['g', 'baudino']",8.25,12,0
"['g', 'bear']",7.446808510638298,94,0
"['g', 'belli']",7.571428571428571,7,0
"['g', 'benford']",7.647058823529412,17,0
"['g', 'berriault']",4.0,4,0
"['g', 'blackwood']",8.25,4,0
"['g', 'blunt']",8.4,5,0
"['g', 'boccaccio']",8.0,8,0
"['g', 'bockoven']",8.0,4,0
"['g', 'books']",6.8,5,0
"['g', 'bottoms']",8.25,4,0
"['g', 'bowen']",7.0,6,0
"['g', 'braver']",8.0,7,0
"['g', 'brewer']",7.947368421052632,19,0
"['g', 'brooks']",8.13740458015267,131,0
"['g', 'burgett']",8.5,4,0
"['g', 'burns']",8.153846153846153,13,0
"['g', 'byng']",6.2,5,0
"['g', 'carlin']",7.658536585365853,41,0
"['g', 'chadwick']",6.75,4,0
"['g', 'chapman']",8.7,20,0
"['g', 'chaucer']",7.714285714285714,35,0
"['g', 'conlon']",7.2,5,0
"['g', 'cook']",7.0,4,0
"['g', 'courter']",7.777777777777778,9,0
"['g', 'cox']",8.0,25,0
"['g', 'crampton']",7.75,4,0
"['g', 'crane']",9.25,4,0
"['g', 'craze']",7.0,4,0
"['g', 'critser']",6.444444444444445,9,0
"['g', 'dawson']",7.75,24,0
"['g', 'dozois']",5.75,8,0
"['g', 'duncan']",7.8,5,0
"['g', 'durrell']",8.5,4,0
"['g', 'edwards']",7.7,10,0
"['g', 'egan']",6.733333333333333,15,0
"['g', 'ehrlich']",8.5,10,0
"['g', 'eliot']",7.871794871794871,39,0
"['g', 'ennis']",7.9743589743589745,39,0
"['g', 'flaubert']",7.719298245614035,57,0
"['g', 'foley']",7.9375,16,0
"['g', 'godek']",7.25,8,0
"['g', 'godwin']",7.4,15,0
"['g', 'gold']",8.318181818181818,22,0
"['g', 'goldschneider']",8.75,4,0
"['g', 'gotsch']",8.5,4,0
"['g', 'grass']",7.833333333333333,12,0
"['g', 'greene']",7.666666666666667,69,0
"['g', 'greeno']",7.464285714285714,28,0
"['g', 'grossmith']",6.928571428571429,14,0
"['g', 'hauptman']",7.333333333333333,6,0
"['g', 'hauptmann']",6.5,4,0
"['g', 'hendricks']",8.0,4,0
"['g', 'heyer']",8.4,10,0
"['g', 'hirshberg']",7.4,5,0
"['g', 'hunter']",7.538461538461538,13,0
"['g', 'hurwitz']",7.818181818181818,11,0
"['g', 'iles']",7.586956521739131,230,0
"['g', 'jarvie']",8.714285714285714,7,0
"['g', 'jen']",6.0,4,0
"['g', 'jennings']",7.882352941176471,17,0
"['g', 'joyce']",8.5,12,0
"['g', 'keillor']",7.3895348837209305,172,0
"['g', 'kemp']",7.75,4,0
"['g', 'kinder']",8.125,8,0
"['g', 'king']",6.428571428571429,7,0
"['g', 'kirkland']",8.4,5,0
"['g', 'kleiner']",7.625,8,0
"['g', 'kolata']",7.833333333333333,6,0
"['g', 'korman']",7.714285714285714,7,0
"['g', 'larson']",8.603389830508474,295,1
"['g', 'lee']",5.5,6,0
"['g', 'leroux']",8.068965517241379,29,0
"['g', 'llewellyn']",9.4,10,0
"['g', 'louganis']",7.0,4,0
"['g', 'lucas']",8.137931034482758,29,0
"['g', 'lynds']",7.285714285714286,7,0
"['g', 'mackenzie']",9.0,4,0
"['g', 'macsai']",7.75,4,0
"['g', 'maguire']",7.575301204819277,332,1
"['g', 'mair']",7.75,4,0
"['g', 'mallette']",7.25,4,0
"['g', 'manning']",8.266666666666667,15,0
"['g', 'marques']",7.75,8,0
"['g', 'martin']",6.0,4,0
"['g', 'masterton']",7.0,5,0
"['g', 'mcdonald']",6.857142857142857,14,0
"['g', 'mckay']",8.25,4,0
"['g', 'mcreynolds']",5.2,5,0
"['g', 'meade']",7.6,5,0
"['g', 'monbiot']",8.5,4,0
"['g', 'nagan']",8.333333333333334,6,0
"['g', 'naylor']",8.18840579710145,69,0
"['g', 'nix']",8.36986301369863,73,0
"['g', 'noah']",6.666666666666667,6,0
"['g', 'oconnor']",6.555555555555555,9,0
"['g', 'olsen']",6.857142857142857,14,0
"['g', 'orwell']",8.411003236245955,309,1
"['g', 'palast']",8.692307692307692,13,0
"['g', 'paulsen']",8.446428571428571,56,0
"['g', 'pelecanos']",6.25,4,0
"['g', 'perec']",7.888888888888889,9,0
"['g', 'petievich']",6.6,5,0
"['g', 'phinn']",7.0,7,0
"['g', 'radner']",8.346153846153847,26,0
"['g', 'roscoe']",7.5,4,0
"['g', 'roth']",8.571428571428571,7,0
"['g', 'roy']",6.5,6,0
"['g', 'rubio']",7.3076923076923075,13,0
"['g', 'ryman']",7.666666666666667,24,0
"['g', 'saunders']",7.333333333333333,6,0
"['g', 'selden']",8.2,10,0
"['g', 'sempe']",8.0,6,0
"['g', 'seymour']",6.75,4,0
"['g', 'shamblin']",7.0,6,0
"['g', 'sheehy']",7.5625,16,0
"['g', 'shteyngart']",6.222222222222222,9,0
"['g', 'simmons']",7.833333333333333,12,0
"['g', 'slick']",7.0,4,0
"['g', 'snyder']",9.25,4,0
"['g', 'stein']",7.5,4,0
"['g', 'steinem']",7.769230769230769,26,0
"['g', 'stephanopoulos']",6.9411764705882355,17,0
"['g', 'stock']",7.8125,48,0
"['g', 'strattonporter']",9.5,4,0
"['g', 'swift']",6.935483870967742,31,0
"['g', 'takei']",8.75,4,0
"['g', 'tibballs']",7.833333333333333,6,0
"['g', 'tsukiyama']",7.951219512195122,82,0
"['g', 'vidal']",7.8,10,0
"['g', 'ward']",3.0,4,0
"['g', 'waters']",8.0,6,0
"['g', 'weingarten']",9.0,5,0
"['g', 'wilkins']",7.0,8,0
"['g', 'wockner']",7.0,5,0
"['g', 'xingjian']",6.809523809523809,21,0
"['g', 'zukav']",7.483870967741935,62,0
"['ga', 'boyd']",8.6,5,0
"['ga', 'browne']",5.666666666666667,9,0
"['ga', 'landis']",7.333333333333333,6,0
"['ga', 'mckevett']",7.6,5,0
['gainax'],7.5,4,0
"['gb', 'knecht']",7.666666666666667,9,0
"['gb', 'kolata']",7.833333333333333,6,0
"['gb', 'nahai']",8.333333333333334,6,0
"['gb', 'shaw']",7.8125,16,0
"['gb', 'trudeau']",7.625,8,0
"['gbcmd', 'obgyn']",9.1,10,0
"['gc', 'king']",8.0,4,0
"['gc', 'levine']",8.166666666666666,42,0
"['gc', 'martin']",6.1,10,0
"['gc', 'warner']",7.714285714285714,28,0
"['gd', 'becker']",8.62962962962963,27,0
"['gd', 'green']",6.75,12,0
"['gd', 'maupassant']",8.2,10,0
"['ge', 'dabbs']",9.6,5,0
"['gf', 'will']",8.0,5,0
"['gg', 'crimmins']",7.5,4,0
"['gg', 'kay']",8.328125,64,0
"['gg', 'marquez']",7.969283276450512,293,1
"['gh', 'ephron']",6.6,5,0
"['gh', 'miller']",7.25,4,0
"['gh', 'rubio']",7.260162601626016,123,0
"['ghn', 'home']",9.25,4,0
"['gj', 'lardner']",8.4,5,0
"['gjp', 'godek']",8.75,4,0
"['gk', 'chesterton']",7.75,20,0
"['gl', 'rico']",9.25,4,0
"['gm', 'durrell']",8.5,12,0
"['gm', 'ford']",6.142857142857143,7,0
"['gm', 'laskas']",7.75,4,0
"['gma', 'grube']",7.5,4,0
"['gn', 'smith']",4.25,4,0
"['go', 'harper']",7.05,20,0
['goldman'],9.25,4,0
"['gp', 'pelecanos']",8.0,4,0
"['gr', 'dickson']",7.0,8,0
"['gr', 'stewart']",6.75,8,0
"['grr', 'martin']",8.35135135135135,74,0
"['gs', 'clason']",8.2,15,0
"['gt', 'ballester']",8.0,5,0
"['gtd', 'lampedusa']",7.5,6,0
['guinness'],7.25,4,0
"['gw', 'aldrich']",4.4,5,0
"['gw', 'klein']",8.5,4,0
"['gw', 'records']",9.75,4,0
"['h', 'alshaykh']",7.0,5,0
"['h', 'ardalan']",7.2,5,0
"['h', 'arnow']",8.666666666666666,9,0
"['h', 'asbury']",6.5,8,0
"['h', 'beard']",8.75,12,0
"['h', 'bernard']",6.0,4,0
"['h', 'bernhard']",7.25,4,0
"['h', 'black']",7.5,4,0
"['h', 'books']",6.0,4,0
"['h', 'borland']",7.666666666666667,9,0
"['h', 'busch']",7.545454545454546,11,0
"['h', 'carruth']",8.0,5,0
"['h', 'charriere']",8.142857142857142,7,0
"['h', 'clark']",7.75,4,0
"['h', 'coben']",8.152985074626866,268,0
"['h', 'coyle']",7.6,5,0
"['h', 'crafts']",7.8,5,0
"['h', 'curtiss']",9.0,4,0
"['h', 'dean']",9.25,4,0
"['h', 'diamond']",6.9,10,0
"['h', 'doerr']",8.380952380952381,21,0
"['h', 'edelman']",9.375,8,0
"['h', 'ellis']",8.2,10,0
"['h', 'ellison']",7.0,4,0
"['h', 'fast']",6.875,8,0
"['h', 'fielding']",7.577106518282989,629,1
"['h', 'fremont']",7.5,6,0
"['h', 'graham']",7.275229357798165,109,0
"['h', 'halpern']",7.0,4,0
"['h', 'hanff']",8.785714285714286,70,0
"['h', 'harrer']",7.9375,16,0
"['h', 'harrison']",7.9,10,0
"['h', 'helgason']",7.5,4,0
"['h', 'hendrix']",7.0,9,0
"['h', 'herrera']",8.11111111111111,9,0
"['h', 'hesse']",8.268156424581006,179,0
"['h', 'hickam']",8.64102564102564,39,0
"['h', 'holton']",6.0,4,0
"['h', 'humphreys']",7.8,5,0
"['h', 'hurnard']",8.11111111111111,18,0
"['h', 'ibsen']",7.166666666666667,18,0
"['h', 'james']",7.428571428571429,35,0
"['h', 'jin']",7.5,86,0
"['h', 'johnson']",7.0,4,0
"['h', 'julavits']",5.666666666666667,6,0
"['h', 'kaminsky']",6.0,4,0
"['h', 'karasek']",4.25,4,0
"['h', 'keller']",8.555555555555555,9,0
"['h', 'kemelman']",7.25,8,0
"['h', 'kimmel']",7.071428571428571,70,0
"['h', 'kissinger']",8.25,4,0
"['h', 'kunzru']",8.25,4,0
"['h', 'kureishi']",7.425,40,0
"['h', 'kushner']",8.75,4,0
"['h', 'laurie']",6.4,5,0
"['h', 'laxness']",8.75,4,0
"['h', 'lee']",8.99609375,256,0
"['h', 'lerner']",8.125,24,0
"['h', 'lieberman']",7.5,4,0
"['h', 'liftin']",7.4375,16,0
"['h', 'lind']",6.085714285714285,35,0
"['h', 'lowell']",7.357142857142857,14,0
"['h', 'lunn']",5.375,8,0
"['h', 'macallister']",7.25,4,0
"['h', 'mackay']",6.666666666666667,6,0
"['h', 'maclennan']",8.8,5,0
"['h', 'mankell']",8.054545454545455,55,0
"['h', 'mantel']",6.2,5,0
"['h', 'melville']",7.395833333333333,48,0
"['h', 'miller']",7.96875,32,0
"['h', 'mohr']",9.0,4,0
"['h', 'mulisch']",7.176470588235294,17,0
"['h', 'murakami']",8.105263157894736,114,0
"['h', 'myers']",6.818181818181818,11,0
"['h', 'nesser']",7.142857142857143,21,0
"['h', 'norman']",7.578947368421052,19,0
"['h', 'north']",8.0,23,0
"['h', 'nyala']",7.428571428571429,7,0
"['h', 'ong']",5.25,4,0
"['h', 'palmer']",8.8,10,0
"['h', 'payne']",7.75,4,0
"['h', 'petroski']",6.0,5,0
"['h', 'porter']",7.428571428571429,7,0
"['h', 'prather']",8.25,4,0
"['h', 'prejean']",7.416666666666667,12,0
"['h', 'publishing']",8.0,4,0
"['h', 'raines']",6.5,4,0
"['h', 'roth']",7.714285714285714,7,0
"['h', 'schneider']",6.0,4,0
"['h', 'selby']",7.333333333333333,6,0
"['h', 'sides']",8.133333333333333,15,0
"['h', 'smith']",7.475,40,0
"['h', 'stapinski']",7.2,5,0
"['h', 'stern']",6.448275862068965,29,0
"['h', 'technologies']",8.75,4,0
"['h', 'teo']",7.5,4,0
"['h', 'tursten']",8.0,8,0
"['h', 'turtledove']",6.85,20,0
"['h', 'weinstein']",6.7,10,0
"['h', 'weiss']",8.75,4,0
"['h', 'williamson']",7.75,4,0
"['h', 'wouk']",8.470588235294118,17,0
"['h', 'zinn']",8.6,20,0
"['ha', 'rey']",8.25,4,0
['hauptman'],6.25,4,0
"['hb', 'cave']",7.0,4,0
"['hb', 'stowe']",7.809523809523809,21,0
"['hc', 'andersen']",8.4,5,0
"['hd', 'cloud']",7.25,4,0
"['hd', 'pre']",8.6,5,0
