ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0440957761,The Moon by Night (Austin Family),madeleine lengle,1981,Laure Leaf
0451527097,One Day in the Life of Ivan Denisovich (Signet Classics (Paperback)),alexander solzhenitsyn,1998,Signet Book
0425154637,The Eagle Catcher (Arapaho Indian Mysteries),margaret coel,1996,Berkley Publishing Group
0441008631,The Telling,ursula k le guin,2001,Ace Books
0671019163,X-Men Planet X (Star Trek The Next Generation),michael jan friedman,1998,Star Trek
0440917190,Dragons in the Waters (Laurel Leaf Books),madeleine lengle,1982,Laure Leaf
0425108589,Appointment With Death: A Hercule Poirot Mystery (Hercule Poirot Mysteries (Paperback)),agatha christie,2001,Berkley Publishing Group
1576739759,Secrets of the Vine: Breaking Through to Abundance,bruce wilkinson,2001,Multnomah
0312927746,Flowers in the Rain & Other Stories,rosamunde pilcher,1992,St. Martin's Press
0679449434,Joy School,elizabeth berg,1997,Random House
0399142983,Singing in the Comeback Choir,bebe moore campbell,1998,Putnam Pub Group
0385485212,Missing Pieces,joy fielding,1997,Doubleday
0425110427,Team Yankee: A Novel of World War III,harold coyle,1994,Berkley Publishing Group
0373484836,Cordina'S Royal Family,nora roberts,2002,Silhouette
0373244487,Cordina's Crown Jewel,nora roberts,2002,Silhouette
0375507477,A Song Flung Up to Heaven,maya angelou,2002,Random House
0670878812,Riven Rock,tc boyle,1998,Penguin USA
0394564324,Legacy,james a michener,1990,Random House
0515120871,Finding the Dream,nora roberts,1997,Jove Books
0743410602,Irresistible (Banning Sisters Trilogy),karen robards,2002,Pocket
0821771167,When I Think of You,liz ireland,2002,Zebra Books
0671025864,Was It Something I Said,valerie block,1998,Washington Square Press
0515131733,The Winston Brothers,lori foster,2001,Jove Books
0743457463,Irish Girls About Town: An Anthology of Short Stories,maeve binchy,2003,Pocket
0451163516,The Man from St. Petersburg (#1 Author's Classic Spy Thriller),ken follett,1991,Signet Book
044991089X,The Greenlanders,jane smiley,1996,Ballantine Books
038531700X,The Loop: A Novel,nicholas evans,1998,Delacorte Press
0449910261,Dave Barry's Complete Guide to Guys,dave barry,1996,Ballantine Books
0064401871,A Little Princess,frances hodgson burnett,1987,HarperTrophy
0380759500,Firefly,piers anthony,1992,Harper Mass Market Paperbacks (Mm)
0671722778,Merchant of Venice (New Folger Library Shakespeare (Paperback)),william shakespeare,1992,Washington Square Press
0312929277,Life's Little Destruction Book,charles sherwood dane,1994,St. Martin's Press
0020518706,The Sun Also Rises (A Scribner classic),ernest hemingway,1982,Simon & Schuster
0767903595,Clear Your Clutter With Feng Shui,karen kingston,1999,Broadway Books
0446671223,The Celestine Prophecy : AN EXPERIENTIAL GUIDE,carol adrienne,1995,Warner Books
0446611751,The Nine Month Plan,wendy markham,2003,Warner Books
0486277852,O Pioneers! (Dover Thrift Editions),willa cather,1993,Dover Publications
1573221252,The Courage to Be Rich: Creating a Life of Material and Spiritual Abundance,suze orman,1999,Penguin Putnam
0967370167,Ella Minnow Pea: A Progressively Lipogrammatic Epistolary Fable,mark dunn,2001,MacAdam/Cage Publishing
0805056211,Biting the Moon,martha grimes,1999,Henry Holt & Company
0451168364,Nectar in a Sieve,kamala markandaya,1998,Penguin USA (Paper)
0451526708,"Uncle Tom's Cabin: Or, Life Among the Lowly (Signet Classics (Paperback))",harriet beecher stowe,1998,Signet Book
0385311044,Daybreak,belva plain,1994,Bantam Dell Pub Group
0671524097,Sharp Edges,jayne ann krentz,1998,Pocket Star
0553578251,Night Work: A Kate Martinelli Mystery (Kate Martinelli Mysteries),laurie r king,2000,Bantam Books
089480619X,The Book of Questions: Love & Sex,gregory stock,1989,Workman Publishing
0060932139,The Unbearable Lightness of Being : A Novel (Perennial Classics),milan kundera,1999,Perennial
0345345053,A Sand County Almanac (Outdoor Essays & Reflections),aldo leopold,1990,Ballantine Books
0060194170,About the Author: A Novel,john colapinto,2001,HarperCollins Publishers
0380762951,Just Desserts (Bed-And-Breakfast Mysteries (Paperback)),mary daheim,1999,Avon
1559360615,Angels in America: Millennium Approaches (Angels in America),tony kushner,1993,Theatre Communications Group
0671019961,Public Enemies : The Host of America's Most Wanted Targets the Nation's Most Notorious Criminals,john walsh,2002,Pocket Star
0449217493,Caribbean,james a michener,1991,Fawcett Books
0449214192,Centennial,james a michener,1994,Fawcett Books
0679437037,Breaking the Surface,greg louganis,1995,Random House Inc
0385480334,Diary of a Young Girl: The Definitive Editon,anne frank,1996,Anchor
0061092614,Finding Moon,tony hillerman,1996,HarperTorch
0451133129,Growing Up,russell baker,1984,Penguin Putnam~mass
0449244741,Covenant,james michener,1982,Ballantine Books
042518904X,Widow's Walk,robert b parker,2003,Berkley Publishing Group
0451166876,Lust Killer (Signet True Crime S.),ann rule,1995,Signet Book
0375758771,The Glass Palace: A Novel,amitav ghosh,2002,Random House Trade
0060924799,"More Tales of the City (Maupin, Armistead. Tales of the City Series, V. 2.)",armistead maupin,1994,Harpercollins
0449210928,Texas,james a michener,1994,Fawcett Books
0804113645,The Daughters of Cain,colin dexter,1996,Fawcett Books
038072121X,In the Electric Mist with Confederate Dead,james l burke,1994,Avon
0441007910,Phule Me Twice,robert l asprin,2000,Ace Books
0441132456,Cyber Way,alan dean foster,1990,Ace Books
0553298178,Garden of Rama,arthur c clarke,1992,Bantam
0446350982,Presumed Innocent,scott turow,1988,Warner Books
0671720791,MAN-KZIN WARS IV,larry niven,1991,Baen
0449214206,Covenant,james a michener,1987,Fawcett Books
0140171673,The Snapper,roddy doyle,1993,Penguin Books
0345312015,Hooligans,william diehl,1985,Ballantine Books
0451158717,Who's Afraid of Virginia Woolf?,edward albee,1988,Signet Book
0836218981,The Indispensable Calvin And Hobbes,bill watterson,1992,Andrews McMeel Publishing
0345340418,Death in a Tenured Position (Kate Fansler Novels (Paperback)),amanda cross,1995,Fawcett Books
0449211479,The Source,james a michener,1992,Fawcett Books
0345330145,The Puppet Masters,robert a heinlein,1994,Del Rey Books
0385333781,Player Piano,kurt vonnegut,1999,Delta
0515126985,"In Danger's Path (Griffin, W. E. B. Corps, Bk. 8.)",web griffin,1999,Jove Books
0060932902,Genome,matt ridley,2000,Perennial
0743222946,"At Swim, Two Boys",jamie oneill,2002,Scribner
0439376068,The Adventures of Super Diaper Baby: The First Graphic Novel,dav pilkey,2002,Scholastic
0140178724,Was,geoff ryman,1993,Penguin Books
0671740504,DEVIL IN A BLUE DRESS : An Easy Rawlins Mystery (Easy Rawlins Mysteries (Paperback)),walter mosley,1991,Pocket
0553293915,Kat's Cradle (Kat Colorado Mysteries),karen kijewski,1992,Bantam
0671880306,"The Big Game (Star Trek Deep Space Nine, No 4)",sandy schofield,1993,Star Trek
0671709704,"Boogeyman (Star Trek: The Next Generation, No. 17)",mel gilden,1991,Star Trek
0671882678,Descent (Star Trek: The Next Generation),diane carey,1993,Star Trek
0671797042,"Sins of Commission (Star Trek The Next Generation, No 29)",susan wright,1994,Star Trek
0671537830,"The Murdered Sun (Star Trek Voyager, No 6)",christie golden,1996,Star Trek
0671872753,"Bloodletter (Star Trek Deep Space Nine, No 3)",kw jeter,1993,Star Trek
0671549170,"Rogue Saucer (Star Trek the Next Generation, No. 39)",john vornholt,1996,Star Trek
0671520474,"The Captain's Daughter (Star Trek, Book 76)",peter david,1995,Star Trek
067151914X,"Caretaker (Star Trek Voyager, No 1)",la graf,1995,Star Trek
0671705601,"Exiles (Star Trek The Next Generation, No 14)",howard weinstein,1990,Star Trek
0671746472,"Strike Zone (Star Trek The Next Generation, No 5)",peter david,1991,Star Trek
0449005127,Eyes,joseph glass,1999,Fawcett Books
0671741438,"Gulliver's Fugitives (Star Trek The Next Generation, No 11)",keith sharee,1991,Star Trek
0671465430,"The Trellisane Confrontation (Star Trek, No 14)",david dvorkin,1984,Star Trek
034536998X,The Players Come Again (Kate Fansler Novels (Paperback)),amanda cross,1991,Fawcett
0802131379,Last Exit to Brooklyn,hubert selby,1988,Grove Press
0380788756,Baltimore Blues (Tess Monaghan Mysteries (Paperback)),laura lippman,1997,Avon
0553560727,A Brilliant Madness: Living With Manic-Depressive Illness,patty duke,1993,Bantam Books
0062548662,Meditations for Women Who Do Too Much - 10th Anniversary,anne wilson schaef,1990,HarperSanFrancisco
0140046941,Black Odyssey: The Case of the Slave Ship Amistad,mary cable,1998,Penguin Books
055321392X,Of Human Bondage (Bantam Classic),w somerset maugham,1991,Bantam Classics
2710300257,Antigone (French Language Edition),jean anouilh,1946,Distribooks Inc
0394565614,Caribbean,james a michener,1989,Random House Inc
0440123925,Exit to Eden,anne rampling,1986,Dell
006109921X,Up Island: A Novel,anne rivers siddons,1998,HarperTorch
067087485X,Out to Canaan (The Mitford Years),jan karon,1997,Viking Books
0553560204,The Lesson of Her Death,jeffery wilds deaver,1994,Crimeline
0060952423,"The Mother-Daughter Book Club: How Ten Busy Mothers and Daughters Came Together to Talk, Laugh and Learn Through Their Love of Reading",shireen dodson,1997,Perennial
0743452631,Strength of Stones,greg bear,2002,I Books
0553293877,The Ghost from the Grand Banks,arthur c clarke,1992,Spectra Books
0670030031,Lake Wobegon: Summer 1956,garrison keillor,2001,Viking Books
0316693715,Jack and Jill: A Novel,james patterson,1996,Little Brown & Co
0374184232,The Laws of Our Fathers,scott turow,1996,Farrar Straus Giroux
0060192240,The Collected Short Stories,jeffrey archer,1998,HarperCollins Publishers
0312146310,James Herriot's Favorite Dog Stories,james herriot,1996,St. Martin's Press
055308576X,Dying for Chocolate (Culinary Mysteries (Hardcover)),diane mott davidson,1992,Bantam Dell Pub Group
0679738142,Providence (Vintage Contemporaries),anita brookner,1994,Vintage
0553581929,Special Circumstances,sheldon siegel,2001,Bantam
0451200284,Scavenger,tom savage,2000,Signet Book
0449149900,Mr. X,peter straub,2000,Ballantine Books
0316812404,Revolution from Within: A Book of Self-Esteem,gloria steinem,1992,Little Brown & Co
0684834723,The LETTER,richard paul evans,1997,Simon & Schuster
0553581937,Incriminating Evidence,sheldon siegel,2002,Bantam Books
0451202317,Beyond Eden,catherine coulter,2000,Signet Book
1551669153,Split Second (Maggie O'Dell Novels (Paperback)),alex kava,2001,Mira
0140250948,In the Lake of the Woods,tim obrien,1995,Penguin Books
0821766570,The Guest List,fern michaels,2000,Zebra Books
0451180755,The Burglar Who Liked to Quote Kipling (Bernie Rhodenbarr Mysteries (Paperback)),lawrence block,1997,Signet Book
0312979398,The Eye of the Tiger,wilbur smith,2001,St. Martin's Paperbacks
0786889608,Middle of Nowhere,ridley pearson,2001,Hyperion
0671553038,LIFE SUPPORT,tess gerritsen,1997,Atria
0060175184,The Fourth Estate,jeffrey archer,1996,Harpercollins
0786889756,Red Light,t jefferson parker,2001,Hyperion
0446605050,The Intruder,peter blauner,1997,Warner Books
0345428285,The Insider,stephen frey,2000,Ballantine Books
0553571834,Haunting Rachel,kay hooper,1999,Bantam
042517140X,Loyalty in Death,jd robb,2004,Berkley Publishing Group
1551668246,Perfect Evil (Maggie O'Dell Novels (Paperback)),alex kava,2001,Mira
0425160394,Vengeance in Death,jd robb,1999,Berkley Publishing Group
0743430999,The Looking Glass,richard paul evans,2002,Pocket
0671019554,Cold Hit (Alexandra Cooper Mysteries (Paperback)),linda fairstein,2000,Pocket
0385494246,Amsterdam : A Novel,ian mcewan,1999,Anchor
0812576403,The Light of Other Days,arthur c clarke,2001,Tor Books
0553109588,More Letters from a Nut,ted l nancy,1998,Bantam
0785264280,The Traveler's Gift : Seven Decisions that Determine Personal Success,andy andrews,2002,Nelson Books
0679720219,The Plague (Vintage International),albert camus,1991,Vintage
0804114897,The Secret of Annexe 3 (Inspector Morse Mysteries (Paperback)),colin dexter,1998,Ivy Books
0345397819,Lasher: Lives of the Mayfair Witches (Lives of the Mayfair Witches),anne rice,1995,Ballantine Books
0425181979,My Heart Stood Still,lynn kurland,2001,Berkley Publishing Group
0821742841,Lady of the Forest,jennifer roberson,1993,Zebra Books
0553573705,Almost Innocent,jane feather,2001,Bantam Books
0671755056,SHAMPOO PLANET,douglas coupland,1992,Atria
0679735186,Independence Day (Vintage Contemporaries),richard ford,1996,Vintage
0060170808,The Bingo Palace,louise erdrich,1994,Harpercollins
0451185145,Murder Can Stunt Your Growth: A Desiree Shapiro Mystery (Desiree Shapiro Mysteries (Paperback)),selma eichler,1996,Signet Book
0440226406,Legacy of Silence,belva plain,1999,Dell Publishing Company
0679721746,Commitments (Vintage Contemporaries),roddy doyle,1989,Vintage Books USA
0451180224,Criminal Seduction,darian north,1994,Signet Book
0553572512,Playing for the Ashes,elizabeth george,1995,Bantam
0449912639,Girls : A Novel (Ballantine Reader's Circle),frederick busch,1998,Ballantine Books
0684854759,FLOATING IN MY MOTHER'S PALM,ursula hegi,1998,Touchstone
0684824892,Wait Till Next Year : A MEMOIR,doris kearns goodwin,1997,Simon & Schuster
0684847957,WAIT TILL NEXT YEAR: A MEMOIR,doris kearns goodwin,1998,Simon & Schuster
0440219248,Whatever Happened to Janie?,caroline b cooney,1994,Laure Leaf
0446313033,A Shroud for a Nightingale,pd james,1992,Warner Books
0425146383,A Dash of Death,claudia bishop,1995,Berkley Publishing Group
0140340203,The Witches,roald dahl,1989,Puffin Books
0684803860,DAUGHTER OF TIME,josephine tey,1995,Touchstone
0451156234,The Midwife: A Novel,gay courter,1994,Signet Book
034537682X,Everything You Have Is Mine (Lauren Laurano Mysteries),sandra scoppettone,1993,Fawcett Books
042510429X,The Third Deadly Sin,lawrence sanders,2001,Berkley Publishing Group
0425100057,The Eighth Commandment,lawrence sanders,1994,Berkley Publishing Group
0140177361,The Red Pony (Penguin Great Books of the 20th Century),john steinbeck,1993,Penguin Books
0886778441,"River of Blue Fire (Otherland, Volume 2)",tad williams,1999,DAW
0449909549,Mrs. Pollifax Pursued,dorothy gilman,1995,Ballantine Books
0316769029,Franny and Zooey,jd salinger,2001,Back Bay Books
1860462588,Silk,alessandro baricco,1997,Harvill Press
0671010123,Final Jeopardy (Alexandra Cooper Mysteries (Paperback)),linda fairstein,1997,Pocket
0345381645,The Vanished Child,sarah smith,1995,Fawcett Books
0679725768,The Mezzanine (Vintage Contemporaries (Paperback)),nicholson baker,1990,Vintage Books USA
0140366679,White Fang (Puffin Classics),jack london,1994,Puffin Books
0385315147,Smilla's Sense of Snow,peter hoeg,1995,Delta
0449219615,Farriers' Lane,anne perry,1994,Fawcett Books
0140131558,"The New York Trilogy: City of Glass, Ghosts, the Locked Room (Contemporary American Fiction Series)",paul auster,1994,Penguin Books
0449003884,The Bride Finder : A Novel,susan carroll,1999,Ivy Books
0553581856,A Kiss to Remember,teresa medeiros,2002,Bantam
038082079X,"Affair to Remember, An",karen hawkins,2002,Avon
0380809281,A Dangerous Love,sabrina jeffries,2000,Avon
0380820803,Confessions of a Scoundrel,karen hawkins,2003,Avon
0515133620,Tapestry,lynn kurland,2002,Jove Books
0380820838,London's Perfect Scoundrel : Lessons in Love (Lessons in Love),suzanne enoch,2003,Avon
038082082X,The Rake: Lessons in Love,suzanne enoch,2002,Avon
0671744216,The Secret,julie garwood,1992,Pocket
0425118312,Witch,barbara michaels,1996,Berkley Publishing Group
0441006256,Freedom's Challenge,anne mccaffrey,1999,Ace Books
0812558251,Snow White and Rose Red (The Fairy Tale Series),patricia c wrede,1990,Tor Books
0441005837,Rose Daughter,robin mckinley,1998,Ace Books
0671753673,HOTTEST BLOOD (HOT BLOOD ) : HOTTEST BLOOD,jeff gelb,1993,Pocket
0152008691,The Forgotten Beasts of Eld,patricia a mckillip,1996,Magic Carpet Books
0505525526,Single White Vampire,lynsay sands,2003,Love Spell
0440236746,Bridal Favors,connie brockway,2002,Dell Publishing Company
0345328396,The Red Fox,anthony hyde,1988,Ballantine Books
0505522551,The Last Viking (Viking),sandra hill,1998,Love Spell
0425140946,Terminal,robin cook,1994,Penguin Putnam~mass
0316507415,How Good Do We Have to Be?: A New Understanding of Guilt and Forgiveness,harold s kushner,1996,Little Brown & Co
0394504321,National Audubon Society Field Guide to North American Wildflowers: Eastern Region (Audubon Society Field Guide),william a niering,1979,Alfred A. Knopf
0060972920,Getting the Love You Want: A Guide for Couples,harville hendrix,1992,Perennial
0553353896,Homecoming : Reclaiming and Championing Your Inner Child,john bradshaw,1992,Bantam
0394700058,Sound and the Fury,william faulkner,1954,Vintage Books USA
0671680277,WHO NEEDS GOD,harold kushner,1991,Pocket
0375500316,Even the Stars Look Lonesome,maya angelou,1997,Random House
0140154078,The Music of Chance,paul auster,1993,Penguin Books
3442723302,Die rote Couch.,irvin d yalom,1998,btb
3442446783,Das Lazaruskind.,robert mawson,2000,Goldmann Verlag
325721605X,Eine Mittelgewichts - Ehe. Roman.,john irving,1988,Diogenes Verlag
0515115649,The Cat Who Came to Breakfast,lilian jackson braun,1995,Jove Books
0451192303,"Between a Wok and a Hard Place: A Pennsylvania Dutch Mystery With Recipes (Magdalena Yoder Mystery Series , No 5)",tamar myers,1998,Signet Book
0445408642,Curses!,aaron elkins,1994,Warner Books (Mm)
0684838923,Dog Eat Dog : A Very Human Book About Dogs and Dog Shows,michael stern,1998,Fireside
1582341338,Typhoid Mary: An Urban Historical,anthony bourdain,2001,Bloomsbury Publishing (NY)
0525946535,One-Hit Wonder,lisa jewell,2002,Dutton Adult
0446530190,Cancer Schmancer,fran drescher,2002,Warner Books
0307120007,Pat the Bunny (Touch and Feel Book),dorothy kunhardt,1962,Golden Books
068481465X,Home Comforts : The Art and Science of Keeping House,cheryl mendelson,1999,Scribner
0064400972,Betsy-Tacy and Tib (Betsy-Tacy),maud hart lovelace,1979,HarperTrophy
0064400964,Betsy-Tacy (Betsy-Tacy),maud hart lovelace,2000,HarperTrophy
0893756113,Pride and Prejudice,jane austen,1997,Troll Communications
1576731863,Redeeming Love,francine rivers,2000,Multnomah
0064430170,Goodnight Moon,margaret wise brown,1977,HarperTrophy
0020442300,The Magician's Nephew,cs lewis,1970,MacMillan Publishing Company.
0890438439,How to Clean Practically Anything,edward kipel,1996,Consumer Reports Books
0842335986,Unspoken (Lineage of Grace Number 4),francine rivers,2001,Tyndale House Publishers
0871238829,"When Breaks the Dawn (Canadian West, Book 3)",janette oke,1986,Baker Book House
0871236117,"When Calls the Heart (Canadian West, Book 1)",janette oke,1983,Bethany House Publishers
0871239795,Love's Unfolding Dream (Love Comes Softly),janette oke,1987,Bethany House
0871234017,"Love's Abiding Joy (Love Comes Softly, Book 4)",janette oke,1983,Bethany House
0871233452,"Love's Enduring Promise (Love Comes Softly, Book 2)",janette oke,1980,Bethany House
0871233428,"Love Comes Softly (Love Comes Softly, Book 1)",janette oke,1979,Bethany House
0871234130,"Once upon a Summer (Seasons of the Heart, Book 1)",janette oke,1981,Bethany House
0064471063,The Horse and His Boy,cs lewis,1994,HarperCollins
0064409422,"The Lion, the Witch and the Wardrobe (Full-Color Collector's Edition)",cs lewis,2000,HarperTrophy
0064471055,Prince Caspian (rack) : The Return to Narnia (Narnia),cs lewis,1994,HarperCollins
0064471071,The Voyage of the Dawn Treader (rack) (Narnia),cs lewis,1994,HarperCollins
0449238946,If Life Is a Bowl of Cherries What Am I,erma bombeck,1981,Ballantine Books
0842319476,Unveiled,francine rivers,2000,Tyndale House Publishers
084230052X,Atonement Child,francine rivers,1999,Tyndale House Publishers
0842377506,A Voice in the Wind (Mark of the Lion #1),francine rivers,1998,Tyndale House Publishers
1576736563,Three Weddings and a Giggle,liz curtis higgs,2001,Multnomah
0688151981,We Are Our Mothers' Daughters,cokie roberts,1998,William Morrow
019505928X,A Sand County Almanac and Sketches Here and There (Outdoor Essays & Reflections),aldo leopold,1989,Oxford University Press
0064400808,"On the Way Home: The Diary of a Trip from South Dakota to Mansfield, Missouri, in 1894",laura ingalls wilder,1976,HarperTrophy
0064400085,These Happy Golden Years (Little House),laura ingalls wilder,1953,HarperTrophy
0064400077,Little Town on the Prairie,laura ingalls wilder,1953,HarperTrophy
0064400069,The Long Winter (Little House),laura ingalls wilder,1953,HarperTrophy
0064400050,By the Shores of Silver Lake (Little House),laura ingalls wilder,1953,HarperTrophy
0064400042,On the Banks of Plum Creek,laura ingalls wilder,1953,HarperTrophy
0025196359,BARBARA BUSH : A Memoir,barbara bush,1994,Scribner
0842342710,The Scarlet Thread (LBk),francine rivers,2000,Living Books
0525946756,Skipping Towards Gomorrah: The Seven Deadly Sins and the Pursuit of Happiness in America,dan savage,2002,Dutton Books
0671021354,Child of the Hunt (Buffy the Vampire Slayer),christopher golden,1998,Simon Spotlight Entertainment
1556611536,"Julia's Last Hope (Oke, Janette, Women of the West.)",janette oke,1990,Bethany House Publishers
1556612257,A Woman Named Damaris (Women of the West),janette oke,1991,Bethany House Publishers
155661683X,A Gown of Spanish Lace (Women of the West),janette oke,1995,Bethany House Publishers
0146000501,Penis Is as Penis Does,anonymous,2000,Penguin USA (Paper)
0670894885,Jane Austen (Penguin Lives),carol shields,2001,Viking Penguin Inc
0151731527,Possessing the Secret of Joy,alice walker,1992,Harcourt
0892813695,"The Pagan Book of Days: A Guide to the Festivals, Traditions, and Sacred Days of the Year",nigel pennick,1992,Inner Traditions
0590624008,Santa Paws,nicholas edwards,1996,Scholastic
0836204158,It'S Obvious You Won'T Survive By Your Wits Alone,scott adams,1995,Andrews McMeel Publishing
0451177010,Shaman,noah gordon,1993,Signet Book
0380716453,A Dedicated Man (Inspector Banks Mysteries (Paperback)),peter robinson,1999,Avon
044920703X,One More Sunday,john d macdonald,1985,Fawcett Books
0553269321,Echoes in the Darkness,joseph wambaugh,1987,Bantam Books
0671708368,"Fortune's Light (Star Trek The Next Generation, No 15)",michael jan friedman,1991,Star Trek
0812522729,Children of the Night: A Diana Tregarde Investigation,mercedes lackey,1992,Tor Books
0553100777,Trinity,leon uris,0,Bantam Doubleday Dell
0345314867,The Summer of Katya,trevanian,1984,Ballantine Books
0553268074,Beet Queen,louise erdrich,1987,Bantam Doubleday Dell
0440156637,MY MOTHER MY SELF,nancy friday,1978,Dell
0765342308,Briar Rose,jane yolen,2002,Tor Teen
0671827847,EYES OF DARKNESS,leigh nichols,1981,Pocket
0671648144,IF THERE BE THORN (Dollanger Saga (Paperback)),vc andrews,1987,Pocket
0553116606,The Amityville Horror,anson,1978,Bantam
055325846X,Trinity,leon uris,1983,Bantam Books
0553251139,The Fourth Protocol,frederick forsyth,1985,Bantam Books
0380010038,The Cay,theodore taylor,1995,Avon Books
0449125092,Lonely Silver Rain,john d macdonald,1986,Ballantine Books
0449209709,San Andreas,alistair maclean,1986,Fawcett Books
0553562940,Uncharted Territory,connie willis,1994,Bantam Books
0345423631,Night of the Wolf,alice borchardt,2000,Ballantine Books
0451159098,Prime Evil: New Stories by the Masters of Modern Horror,douglas e winter,1989,Signet Book
0345422589,"Running With the Demon (The Word and the Void Trilogy, Book 1)",terry brooks,1998,Del Rey Books
0671502689,SMART WOMEN : A Story of Hope,judy blume,1985,Pocket
055325698X,The Proteus Operation,james p hogan,1991,Spectra Books
0449219089,The Day the Rabbi Resigned,harry kemelman,1993,Fawcett Books
0679748261,"Goodbye, Columbus : And Five Short Stories (Vintage International)",philip roth,1993,Vintage Books USA
0440215285,Killing Orders,sara paretsky,1993,Dell
0449148246,Day of Atonement (Peter Decker & Rina Lazarus Novels (Paperback)),faye kellerman,1992,Fawcett Books
0451081641,Damien: Omen II,harvey bernhard,1978,New Amer Library (Mm)
0671741039,Swan Song,robert mccammon,1987,Pocket
0451187415,Trials,anne tolstoi wallach,1998,Onyx Books
0440104327,Baby,robert lieberman,1982,Dell Publishing Company
0446914770,Coal Miners Daughter,loretta lynn,0,Warner Books> C/o Little Br
0451162188,Blind Faith,joe mcginniss,1990,Signet Book
0671620991,Solve Your Child's Sleep Problems,richard ferber,1986,Fireside
0553253638,Plot It Yourself,rex stout,1994,Bantam Books
0515084557,"The Generals (American Short Story Series, V. 67)",web griffin,1991,Jove Books
0373030940,"Duel Of Passion (Harlequin Romance, No 3094)",madeleine ker,1990,Harlequin
038059949X,Somebody Else's Kids,torey hayden,1982,Avon
0440135842,Help the Poor Struggler,martha grimes,1990,Dell
0671871218,"SEE, I TOLD YOU SO",rush limbaugh,1994,Pocket
0553248642,The Haj,leon uris,1985,Bantam Books
0380851180,Heart of Thunder,johanna lindsey,1999,Avon
0670260770,The Dead Zone,stephen king,1979,Viking Books
0833510266,Eyes of the Dragon: A Story,stephen king,1999,Sagebrush Bound
0553580752,"The Guinness Book of Records 1999 (Guinness Book of Records, 1999)",guinness,1999,Bantam Books
0743244281,Barry Trotter and the Unauthorized Parody,michael gerber,2002,Fireside
0060008873,Do No Harm,gregg hurwitz,2003,HarperTorch
0553264613,Hot Ice,nora roberts,2003,Bantam
0590877437,"Search for Senna (Everworld, 1)",ka applegate,1999,Scholastic
0898156270,How to Shit in the Woods: An Environmentally Sound Approach to a Lost Art,kathleen meyer,1994,Ten Speed Press
0553293397,The Naked Sun,isaac asimov,1991,Bantam
0517542099,The Hitchhiker's Guide to the Galaxy,douglas adams,1989,Harmony
0061054240,Magic the Gathering: Arena Vol. 1,william r forstchen,1994,HarperEntertainment
0671735551,"The Children of Hamlin (Star Trek The Next Generation, No 3)",carmen carter,1990,Star Trek
0671794388,Dark Mirror (Star Trek: The Next Generation),diane duane,1994,Star Trek
0671019155," Q-Space (Star Trek The Next Generation, Book 47)",greg cox,1998,Star Trek
067174142X,"A Rock and a Hard Place (Star Trek The Next Generation, No 10)",peter david,1991,Star Trek
0671032550,"Infection (Star Trek The Next Generation: Double Helix, Book 1)",john gregory betancourt,1999,Star Trek
0671741454,Vendetta: The Giant Novel (Star Trek the Next Generation),peter david,1991,Star Trek
0671775715,"Imbalance (Star Trek The Next Generation, No 22)",ve mitchell,1992,Star Trek
1551668130,The Widow,anne stuart,2001,Mira
0380776839,It Had to Be You,susan elizabeth phillips,2002,Avon
0743411544,Two Brothers,linda lael miller,2000,Pocket
0553573225,Home Fires,luanne rice,1996,Bantam Books
0380808080,This Heart of Mine (Avon Romance),susan elizabeth phillips,2002,Avon
0812555120,Zombie Lover (Xanth),piers anthony,1999,Tor Fantasy
0064405737,Julie (Julie of the Wolves),jean craighead george,1996,HarperTrophy
0836220668,Bride Of The Far Side,gary larson,1985,Andrews McMeel Publishing
0451192028,Light a Penny Candle,maeve binchy,1997,Signet Book
0345387791,Powers That Be,anne mccaffrey,1994,Del Rey Books
0836217403,Shave The Whales,scott adams,1994,Andrews McMeel Publishing
0373802021,The Fairy Godmother,mercedes lackey,2004,Luna
0385312202,Leaving Cold Sassy: The Unfinished Sequel to Cold Sassy,olive ann burns,1994,Delta
0394500792,Chesapeake,james a michener,1978,Random House
0805013342,"\A\"" is for Alibi : A Kinsey Millhone Mystery (A Kinsey Millhone Mystery)""",sue grafton,1982,Henry Holt and Co.
0060929510,Modoc : The True Story of the Greatest Elephant That Ever Lived,ralph helfer,1998,Perennial
0060277475,I Was a Teenage Fairy,francesca lia block,1998,Joanna Cotler Books
0060096209,A Little Help from Above,saralee rosenberg,2002,Avon Trade
0345350502,The Dragon and the George,gordon r dickson,1981,Del Rey Books
0812534867,Roc and a Hard Place,piers anthony,1996,Tor Fantasy
0553263218,The Pigman,paul zindel,1983,Bantam
0671724517,Hollywood Husbands,jackie collins,1990,Pocket
0446364703,Decked : A Regan Reilly Mystery,carol higgins clark,1993,Warner Books
1401088945,Ground Zero and Beyond,jp mccarthy,2003,Xlibris Corporation
0061054275,Eternity Road,jack mcdevitt,1998,Eos
0671776096,"Whitney, My Love",judith mcnaught,2000,Pocket
0553284657,Scruples,judith krantz,1989,Bantam Books
0440213991,Guardian Angel,sara paretsky,1996,Dell Publishing Company
0425175413,The White House Connection,jack higgins,2000,Berkley Publishing Group
0671737783,Mediterranean Caper,clive cussler,1991,Pocket
0380707063,An Alien Light,nancy kress,1989,Harper Mass Market Paperbacks (Mm)
