Author-Tokens,Average-Rating,Num-Ratings
"['c', 'douglas']",6.333333333333333,9
"['c', 'durang']",6.5,6
"['c', 'dyer']",7.222222222222222,18
"['c', 'edgerton']",7.961538461538462,26
"['c', 'edwards']",7.1,10
"['c', 'emshwiller']",9.25,4
"['c', 'eppes']",7.6,5
"['c', 'etcherelli']",7.5,4
"['c', 'feehan']",8.095693779904305,209
"['c', 'fisher']",6.7,30
"['c', 'flynn']",8.0,4
"['c', 'fowler']",8.0,9
"['c', 'frazier']",7.8766519823788546,227
"['c', 'fuhrman']",7.5,4
"['c', 'funke']",8.222222222222221,54
"['c', 'garcia']",7.857142857142857,14
"['c', 'gildiner']",7.636363636363637,11
"['c', 'gilson']",6.5,4
"['c', 'golden']",7.216216216216216,74
"['c', 'goodman']",7.9,40
"['c', 'grant']",6.67741935483871,31
"['c', 'guisewite']",7.875,8
"['c', 'haddon']",8.625,8
"['c', 'haines']",7.7,10
"['c', 'halliday']",6.25,4
"['c', 'hamilton']",7.4,5
"['c', 'hanauer']",7.8,5
"['c', 'harris']",8.057471264367816,87
"['c', 'harrison']",6.25,4
"['c', 'hart']",7.239130434782608,46
"['c', 'hartley']",9.0,4
"['c', 'hartwick']",7.615384615384615,13
"['c', 'hayes']",8.2,5
"['c', 'hedges']",7.9,10
"['c', 'heggan']",8.25,4
"['c', 'heimel']",8.5,4
"['c', 'henderson']",8.833333333333334,6
"['c', 'hiaasen']",7.784810126582278,395
"['c', 'higgins']",8.5,4
"['c', 'hitchens']",7.666666666666667,6
"['c', 'holt']",7.25,8
"['c', 'hooper']",6.833333333333333,12
"['c', 'hopkins']",7.636363636363637,11
"['c', 'hughes']",7.25,20
"['c', 'hupping']",6.75,4
"['c', 'hyde']",6.75,4
"['c', 'irvin']",8.4,5
"['c', 'isherwood']",8.333333333333334,6
"['c', 'jack']",8.181818181818182,11
"['c', 'jacq']",7.5,24
"['c', 'james']",7.777777777777778,9
"['c', 'johnson']",8.75,12
"['c', 'kaplan']",7.733333333333333,15
"['c', 'keene']",7.927927927927928,111
"['c', 'keller']",7.142857142857143,7
"['c', 'kennedy']",7.25,4
"['c', 'kersey']",8.0,4
"['c', 'kidd']",7.533333333333333,15
"['c', 'king']",8.0625,16
"['c', 'klosterman']",6.166666666666667,6
"['c', 'knapp']",7.333333333333333,21
"['c', 'kuralt']",7.870967741935484,31
"['c', 'laforet']",7.8,5
"['c', 'lampman']",8.8,5
"['c', 'larsgaard']",6.5,4
"['c', 'lee']",7.6923076923076925,26
"['c', 'link']",7.583333333333333,24
"['c', 'lissner']",8.052631578947368,19
"['c', 'llewellyn']",7.2,5
"['c', 'lockwood']",7.85,20
"['c', 'logan']",5.923076923076923,13
"['c', 'london']",7.75,4
"['c', 'loving']",9.8,5
"['c', 'lovitt']",4.833333333333333,6
"['c', 'lucarelli']",8.75,16
"['c', 'macleod']",7.0,8
"['c', 'manby']",7.0,8
"['c', 'manheim']",7.777777777777778,9
"['c', 'marshall']",8.4,40
"['c', 'mason']",7.794117647058823,34
"['c', 'matlock']",7.0,19
"['c', 'matthews']",7.4324324324324325,37
"['c', 'maxwell']",7.964285714285714,28
"['c', 'mccann']",6.8,5
"['c', 'mccarthy']",7.642857142857143,84
"['c', 'mccullers']",7.3061224489795915,49
"['c', 'mccullough']",7.6117647058823525,170
"['c', 'mcguire']",7.363636363636363,11
"['c', 'mckinzie']",7.8,5
"['c', 'mcsparren']",6.25,4
"['c', 'mendelson']",8.0,5
"['c', 'meyer']",8.583333333333334,12
"['c', 'mieville']",7.7,20
"['c', 'miller']",7.8,5
"['c', 'millet']",4.9393939393939394,33
"['c', 'milosz']",8.75,4
"['c', 'moore']",8.158088235294118,272
"['c', 'mortimer']",6.0,5
"['c', 'musciano']",9.2,5
"['c', 'myers']",7.1,10
"['c', 'myss']",7.214285714285714,14
"['c', 'naylor']",7.133333333333334,30
"['c', 'neal']",5.25,4
"['c', 'neggers']",7.39344262295082,61
"['c', 'north']",7.75,4
"['c', 'northrup']",8.5,6
"['c', 'obanyon']",7.75,4
"['c', 'oconnell']",7.409836065573771,61
"['c', 'odayflannery']",7.0,5
"['c', 'osborne']",6.818181818181818,11
"['c', 'paglia']",6.277777777777778,18
"['c', 'palahniuk']",8.086274509803921,255
"['c', 'palliser']",7.666666666666667,12
"['c', 'paolini']",8.35483870967742,31
"['c', 'papazian']",8.25,4
"['c', 'parkhurst']",8.09433962264151,53
"['c', 'pattison']",6.0,4
"['c', 'peale']",7.0,5
"['c', 'peck']",8.0,17
"['c', 'phillips']",7.214953271028038,107
"['c', 'pike']",7.371559633027523,218
"['c', 'pineiro']",6.5,4
"['c', 'porter']",7.5,4
"['c', 'potok']",8.028571428571428,70
"['c', 'press']",8.91304347826087,23
"['c', 'preston']",5.75,4
"['c', 'raymo']",7.75,4
"['c', 'rees']",8.095238095238095,21
"['c', 'reeve']",7.5,10
"['c', 'reich']",7.333333333333333,39
"['c', 'rice']",7.770833333333333,48
"['c', 'richardson']",7.5,16
"['c', 'richter']",5.4,5
"['c', 'rimmer']",4.75,4
"['c', 'rivenbark']",7.6,5
"['c', 'roberts']",7.9,10
"['c', 'rock']",7.6,5
"['c', 'rossetti']",7.4,5
"['c', 'rowley']",7.5,6
"['c', 'rutledge']",9.0,10
"['c', 'sagan']",7.9352517985611515,139
"['c', 'saline']",7.2,5
"['c', 'sands']",7.75,4
"['c', 'schine']",7.27027027027027,37
"['c', 'schuler']",8.25,4
"['c', 'schulz']",7.75,4
"['c', 'schwarz']",7.527950310559007,161
"['c', 'see']",6.916666666666667,12
"['c', 'seife']",6.25,4
"['c', 'sell']",6.909090909090909,11
"['c', 'shannon']",8.0,4
"['c', 'sheffield']",7.25,4
"['c', 'shields']",7.472222222222222,144
"['c', 'sinclair']",7.4,5
"['c', 'skye']",7.363636363636363,11
"['c', 'smith']",7.25,16
"['c', 'sorensen']",8.428571428571429,7
"['c', 'spangler']",8.5,4
"['c', 'spector']",6.666666666666667,6
"['c', 'spinney']",7.2,5
"['c', 'stasheff']",7.333333333333333,9
"['c', 'stevermer']",8.428571428571429,7
"['c', 'stewart']",7.611111111111111,18
"['c', 'stoll']",7.631578947368421,19
"['c', 'stowers']",8.0,8
"['c', 'susan']",8.571428571428571,7
"['c', 'sutton']",8.5,4
"['c', 'thomas']",6.0,4
"['c', 'thompson']",7.75,20
"['c', 'tiernan']",7.166666666666667,6
"['c', 'todd']",7.769230769230769,13
"['c', 'toibin']",7.75,4
"['c', 'trillin']",7.645161290322581,31
"['c', 'trungpa']",8.8,5
"['c', 'tuttle']",7.424242424242424,33
"['c', 'upcher']",8.0,5
"['c', 'voigt']",7.5636363636363635,55
"['c', 'ward']",8.8,5
"['c', 'weaver']",7.444444444444445,9
"['c', 'webb']",7.25,4
"['c', 'west']",8.214285714285714,14
"['c', 'whitehead']",7.75,4
"['c', 'whitfield']",6.75,4
"['c', 'willeford']",6.6,5
"['c', 'willis']",8.155555555555555,135
"['c', 'wolper']",6.444444444444445,9
"['c', 'wolverton']",8.25,4
"['c', 'wright']",9.294117647058824,17
"['c', 'yardley']",7.466666666666667,15
"['c', 'yeager']",7.428571428571429,7
"['ca', 'bohjalian']",8.8,5
"['ca', 'darden']",8.285714285714286,7
"['ca', 'matlock']",7.6,5
['calvino'],9.2,5
"['cb', 'brown']",9.25,8
"['cb', 'cooney']",7.41,100
"['cb', 'divakaruni']",8.008620689655173,116
"['cb', 'janeway']",7.4,5
"['cc', 'funke']",8.25,4
"['cc', 'mann']",8.5,4
"['cc', 'ohearn']",6.5,4
"['cc', 'spellman']",8.0,5
"['ccc', 'editor']",7.375,8
"['ccd', 'young']",9.5,6
"['cd', 'blasis']",8.0,4
"['cd', 'brittain']",7.0,4
"['cd', 'hayes']",7.0,6
"['cd', 'laclos']",8.5,8
"['cd', 'lint']",8.232758620689655,116
"['cd', 'payne']",7.625,8
"['cg', 'hart']",7.2153846153846155,65
"['cg', 'jung']",8.1,10
"['cg', 'thacker']",7.0,4
"['ch', 'clark']",6.670212765957447,94
['cher'],5.833333333333333,6
['chyna'],7.6,5
"['ci', 'gilman']",7.75,4
"['cj', 'barry']",7.5,4
"['cj', 'box']",7.6,5
"['cj', 'carmichael']",7.0,4
"['cj', 'cela']",7.615384615384615,13
"['cj', 'cherryh']",7.980769230769231,52
"['cl', 'cooper']",7.333333333333333,6
"['cl', 'dodgson']",8.428571428571429,7
"['cl', 'linedecker']",5.25,4
"['cl', 'powell']",8.3,10
['cl'],8.5,4
['clamp'],8.73469387755102,49
['clavell'],6.2,5
"['cm', 'burge']",8.5,6
"['cm', 'byron']",6.4,5
"['cm', 'fowler']",8.131578947368421,38
"['cm', 'sheldon']",8.25,8
"['cm', 'wallace']",7.818181818181818,11
"['cn', 'douglas']",7.2105263157894735,19
['collard'],5.166666666666667,6
"['cp', 'curtis']",8.444444444444445,9
"['cp', 'gilman']",7.681818181818182,22
"['cpp', 'estes']",6.871794871794871,39
"['cq', 'yarbro']",7.375,8
"['cr', 'berry']",6.75,16
"['cr', 'brink']",9.176470588235293,17
"['cr', 'hyde']",7.689320388349515,103
"['cr', 'kiernan']",5.913043478260869,23
"['cr', 'zafon']",8.575,40
"['cs', 'dane']",7.75,4
"['cs', 'friedman']",7.538461538461538,13
"['cs', 'gardner']",6.5,16
"['cs', 'lewis']",8.690427698574338,491
"['cs', 'pearson']",5.8,5
"['cs', 'robbins']",9.5,6
"['cs', 'wren']",7.4,5
"['csp', 'kasl']",8.444444444444445,9
"['ct', 'boom']",8.9,20
"['ct', 'boyle']",7.5,10
"['cv', 'allen']",7.5,4
"['cv', 'bernuth']",4.75,4
"['cv', 'ziegesar']",8.035714285714286,28
"['cw', 'ceram']",8.5,8
"['d', 'abujaber']",8.75,4
"['d', 'ackerman']",8.17142857142857,35
"['d', 'adams']",8.34179104477612,670
"['d', 'alighieri']",8.681818181818182,22
"['d', 'allen']",8.25,4
"['d', 'allison']",7.966666666666667,120
"['d', 'almond']",8.3,10
"['d', 'andrews']",7.636363636363637,11
"['d', 'aslett']",8.25,4
"['d', 'atkins']",6.5,6
"['d', 'baddiel']",7.25,12
"['d', 'bain']",7.25,4
"['d', 'baldacci']",7.409274193548387,496
"['d', 'balsiger']",7.0,5
"['d', 'barry']",7.586319218241043,307
"['d', 'barrymore']",7.636363636363637,11
"['d', 'bayles']",6.833333333333333,6
"['d', 'benioff']",6.75,4
"['d', 'berlinski']",6.0,4
"['d', 'bischoff']",6.666666666666667,6
"['d', 'bodanis']",8.0,5
"['d', 'bohlen']",5.285714285714286,7
"['d', 'bolger']",7.166666666666667,12
"['d', 'boorstin']",9.0,7
"['d', 'borgenicht']",8.5,4
"['d', 'bowman']",6.5,4
"['d', 'boyd']",6.4,10
"['d', 'breashears']",8.727272727272727,11
"['d', 'briggs']",8.333333333333334,6
"['d', 'brill']",7.25,4
"['d', 'brin']",7.703703703703703,108
"['d', 'brinkley']",6.8,5
"['d', 'brock']",6.666666666666667,6
"['d', 'brooks']",6.0,6
"['d', 'brown']",8.01061946902655,1130
"['d', 'browne']",7.5,4
"['d', 'browning']",6.5,4
"['d', 'bryant']",8.75,4
"['d', 'burke']",7.75,4
"['d', 'cameron']",7.6,5
"['d', 'cannell']",7.777777777777778,27
"['d', 'carey']",6.833333333333333,60
"['d', 'carnegie']",7.24,25
"['d', 'chacon']",8.0,4
"['d', 'chamberlain']",8.0,17
"['d', 'chen']",8.25,4
"['d', 'chester']",7.875,8
"['d', 'chilton']",8.75,4
"['d', 'chong']",8.0,4
"['d', 'chopra']",6.935483870967742,62
"['d', 'christian']",8.4,5
"['d', 'clegg']",6.75,8
"['d', 'clementdavies']",8.0,6
"['d', 'clowes']",7.555555555555555,9
"['d', 'coates']",8.75,8
"['d', 'colbert']",8.0,4
"['d', 'coldsmith']",8.52,25
"['d', 'comics']",8.6,5
"['d', 'conley']",9.095238095238095,21
"['d', 'cook']",9.0,5
"['d', 'cordingly']",8.0,4
"['d', 'cosper']",7.0,6
"['d', 'coupland']",7.1477272727272725,176
"['d', 'covington']",7.25,8
"['d', 'crittenden']",7.666666666666667,6
"['d', 'crombie']",7.490196078431373,51
"['d', 'cronin']",9.5,4
"['d', 'curry']",6.75,4
"['d', 'dadey']",7.181818181818182,22
"['d', 'davidar']",7.5,4
"['d', 'davis']",8.5,4
"['d', 'day']",7.142857142857143,7
"['d', 'defoe']",6.708333333333333,24
"['d', 'delillo']",6.920634920634921,63
"['d', 'devlin']",6.666666666666667,12
"['d', 'diamond']",6.0,7
"['d', 'drake']",7.3,10
"['d', 'dreher']",9.25,4
"['d', 'dsouza']",7.75,4
"['d', 'duane']",8.161764705882353,68
"['d', 'duforest']",7.75,4
"['d', 'dun']",7.25,4
"['d', 'dunne']",7.520833333333333,48
"['d', 'dunnett']",8.2,5
"['d', 'dvorkin']",5.5,4
"['d', 'dye']",8.5,12
"['d', 'ebershoff']",6.25,4
"['d', 'eddings']",7.83271375464684,269
"['d', 'eggers']",7.316831683168317,202
"['d', 'elgin']",7.5,6
"['d', 'elliott']",9.25,4
"['d', 'ellis']",7.333333333333333,9
"['d', 'ephron']",6.2,10
"['d', 'farland']",7.0,6
"['d', 'farr']",6.833333333333333,6
"['d', 'fearheiley']",7.0,7
"['d', 'feintuch']",8.555555555555555,9
"['d', 'feldman']",7.473684210526316,38
"['d', 'ferguson']",8.4375,16
"['d', 'fields']",7.777777777777778,9
"['d', 'fisher']",6.333333333333333,15
"['d', 'fitts']",8.1,10
"['d', 'fletcher']",7.5,4
"['d', 'foley']",7.875,8
"['d', 'fontana']",6.933333333333334,15
"['d', 'ford']",7.857142857142857,7
"['d', 'fossen']",7.625,8
"['d', 'francis']",7.600591715976331,338
"['d', 'freeman']",8.117647058823529,17
"['d', 'gabaldon']",8.548913043478262,368
"['d', 'gabbana']",7.714285714285714,7
"['d', 'galanter']",7.25,4
"['d', 'gardner']",7.5,4
"['d', 'garlock']",7.2439024390243905,41
"['d', 'garrison']",7.5,4
"['d', 'gilly']",7.75,4
"['d', 'gilman']",7.825688073394495,109
"['d', 'ginsberg']",7.25,40
"['d', 'gliori']",8.4,5
"['d', 'goeudevert']",6.8,5
"['d', 'goleman']",7.214285714285714,14
"['d', 'gorman']",8.571428571428571,7
"['d', 'graham']",7.333333333333333,9
"['d', 'guterson']",7.695924764890282,319
"['d', 'gutman']",8.7,10
"['d', 'halberstam']",8.5,6
"['d', 'hale']",6.0,5
"['d', 'hamilton']",5.0,4
"['d', 'hammett']",7.75,24
"['d', 'handler']",7.6,5
"['d', 'hansen']",7.5,6
"['d', 'harstad']",7.5,4
"['d', 'hecht']",7.875,8
"['d', 'henderson']",8.04,25
"['d', 'hensley']",9.285714285714286,7
"['d', 'hoh']",7.0,12
"['d', 'howarth']",7.75,4
"['d', 'howe']",8.090909090909092,11
"['d', 'hudson']",6.428571428571429,7
"['d', 'hunt']",7.625,8
"['d', 'ing']",8.75,4
"['d', 'james']",7.0,4
"['d', 'janasak']",9.0,4
"['d', 'jensen']",9.0,10
"['d', 'johnson']",6.875,48
"['d', 'joy']",8.333333333333334,30
"['d', 'kastner']",8.75,4
"['d', 'kauffman']",7.2592592592592595,27
"['d', 'kennedy']",8.411764705882353,17
"['d', 'kent']",8.25,4
"['d', 'keyes']",8.01639344262295,61
"['d', 'kingsmith']",8.4,5
"['d', 'kirby']",8.285714285714286,7
"['d', 'koenig']",8.0,5
"['d', 'koontz']",7.880829015544041,579
"['d', 'kunhardt']",8.25,4
"['d', 'laake']",6.4,5
"['d', 'lama']",8.157894736842104,38
"['d', 'lansky']",7.181818181818182,11
"['d', 'lapierre']",7.909090909090909,11
"['d', 'larsen']",7.066666666666666,15
"['d', 'leavitt']",6.769230769230769,13
"['d', 'lehane']",7.931034482758621,232
"['d', 'leon']",7.401709401709402,117
"['d', 'lessing']",5.875,8
"['d', 'letterman']",8.064516129032258,31
"['d', 'lindsey']",7.2,5
"['d', 'linn']",7.5,4
"['d', 'lipsky']",9.25,4
"['d', 'liss']",6.571428571428571,21
"['d', 'little']",7.636363636363637,11
"['d', 'locke']",7.3,10
"['d', 'lodge']",7.622950819672131,61
"['d', 'longaberger']",8.0,5
"['d', 'macomber']",7.562068965517241,290
"['d', 'marsh']",8.0,7
"['d', 'martin']",7.7272727272727275,11
"['d', 'mason']",8.025,40
"['d', 'mccall']",7.1923076923076925,52
"['d', 'mccullough']",8.6,15
"['d', 'mcfarland']",6.714285714285714,7
"['d', 'miller']",8.153846153846153,13
"['d', 'millman']",8.347826086956522,23
"['d', 'milstead']",8.6,5
"['d', 'mitchell']",7.857142857142857,7
"['d', 'moggach']",7.6,15
"['d', 'monroe']",7.4,5
"['d', 'moore']",5.666666666666667,6
"['d', 'morgan']",8.25,4
"['d', 'morrell']",7.660377358490566,53
"['d', 'morris']",8.333333333333334,6
"['d', 'morrison']",8.555555555555555,9
"['d', 'morrissey']",8.23076923076923,13
"['d', 'mortman']",8.4,5
"['d', 'mullins']",8.25,4
"['d', 'murphy']",7.8,5
"['d', 'naylor']",7.3,20
"['d', 'nevin']",7.666666666666667,9
"['d', 'nevins']",7.5,4
"['d', 'niven']",8.25,4
"['d', 'north']",7.285714285714286,14
"['d', 'obrien']",6.25,4
"['d', 'palmer']",7.922330097087379,103
"['d', 'parker']",9.083333333333334,12
"['d', 'partner']",9.25,4
"['d', 'pelzer']",8.063348416289593,221
"['d', 'pennac']",8.126984126984127,63
"['d', 'pickering']",6.875,8
"['d', 'pierre']",8.625,8
"['d', 'pilkey']",7.746835443037975,79
"['d', 'pilkington']",7.3,10
"['d', 'pool']",8.75,4
"['d', 'powell']",8.0,4
"['d', 'preston']",7.6506849315068495,146
"['d', 'quammen']",8.125,8
"['d', 'quinn']",8.420689655172414,145
"['d', 'rakoff']",7.5,10
"['d', 'ramsey']",8.166666666666666,6
"['d', 'randall']",8.75,4
"['d', 'ravitch']",8.428571428571429,7
"['d', 'rawlins']",7.5,6
"['d', 'reed']",8.8,5
"['d', 'rees']",7.714285714285714,7
"['d', 'reeve']",7.6,5
"['d', 'rhodes']",7.833333333333333,6
"['d', 'roberts']",6.8,5
"['d', 'roy']",9.25,4
"['d', 'salonen']",7.416666666666667,12
"['d', 'samuels']",5.96,25
"['d', 'sanders']",7.8,5
"['d', 'savage']",8.441176470588236,34
"['d', 'schickler']",8.294117647058824,17
"['d', 'schiller']",10.0,4
"['d', 'schoemperlen']",7.3125,16
"['d', 'schofield']",8.25,4
"['d', 'schulze']",8.4,5
"['d', 'schupack']",4.0,6
"['d', 'schwanitz']",5.7368421052631575,19
"['d', 'schwartz']",8.4,5
"['d', 'scott']",8.375,8
"['d', 'sedaris']",7.861575178997613,419
"['d', 'selditch']",8.0,4
"['d', 'senna']",8.857142857142858,7
"['d', 'seuss']",9.134199134199134,231
"['d', 'shapiro']",8.75,4
"['d', 'shobin']",5.25,4
"['d', 'sijie']",8.029411764705882,204
"['d', 'silva']",7.097560975609756,41
"['d', 'simmons']",8.103092783505154,97
"['d', 'simpson']",6.5,4
"['d', 'sinclair']",7.0,4
"['d', 'smith']",7.891891891891892,111
"['d', 'sobel']",7.55,80
"['d', 'spoto']",9.0,4
"['d', 'spungen']",8.0,9
"['d', 'stabenow']",7.310344827586207,58
"['d', 'stanton']",7.461538461538462,13
"['d', 'starkey']",8.25,4
"['d', 'steel']",7.239309827456864,1333
"['d', 'steinke']",7.0,18
"['d', 'sterling']",7.75,4
"['d', 'steven']",8.0,4
"['d', 'stingley']",8.0,4
"['d', 'stokes']",8.25,4
"['d', 'stoller']",9.6,5
"['d', 'stover']",7.5,4
"['d', 'strauss']",7.32,25
"['d', 'sugarman']",7.583333333333333,12
"['d', 'swanson']",7.6521739130434785,23
"['d', 'talk']",9.416666666666666,12
"['d', 'tannen']",7.9375,16
"['d', 'tartt']",7.582417582417582,182
"['d', 'trueba']",7.5,4
"['d', 'trumbo']",9.391304347826088,23
"['d', 'vanliere']",7.923076923076923,13
"['d', 'virtue']",7.375,8
"['d', 'wagner']",8.6,5
"['d', 'wallace']",7.325581395348837,43
"['d', 'weber']",8.280701754385966,57
"['d', 'werksman']",8.0,4
"['d', 'west']",6.25,4
"['d', 'wild']",8.25,4
"['d', 'wolverton']",6.916666666666667,12
"['d', 'woodrell']",5.5,4
"['d', 'woychuk']",7.0,4
"['d', 'zeer']",7.6,5
"['d', 'zevin']",7.7,10
"['d', 'zochert']",7.0,7
"['da', 'brown']",8.25,4
"['da', 'davis']",7.5,4
"['da', 'hugh']",7.142857142857143,7
"['da', 'kaplan']",7.25,4
"['da', 'russo']",8.75,4
"['da', 'stanwood']",8.25,4
"['da', 'stern']",6.777777777777778,9
"['daj', 'howe']",7.6,5
['dante'],7.375,8
"['db', 'feinberg']",7.75,4
"['db', 'frank']",8.32,50
"['db', 'mason']",8.6,5
"['db', 'smith']",5.75,4
"['dbc', 'pierre']",7.208333333333333,24
"['dc', 'arkins']",10.0,5
"['dc', 'kogan']",7.25,16
"['dc', 'regan']",8.0,4
"['dd', 'burns']",5.9,10
"['dd', 'foe']",8.5,4
"['dd', 'maurier']",8.046875,64
"['de', 'inc']",7.75,4
"['de', 'westlake']",8.0,10
"['de', 'winter']",7.8,5
"['df', 'glut']",7.230769230769231,13
"['df', 'ross']",6.142857142857143,14
"['df', 'wallace']",6.894736842105263,19
"['dg', 'hartwell']",7.85,20
"['dh', 'lawrence']",7.52054794520548,73
"['dh', 'pink']",8.5,4
"['dhs', 'thompson']",7.166666666666667,6
['disney'],7.2631578947368425,19
"['dj', 'conway']",7.230769230769231,13
"['dj', 'duncan']",8.61111111111111,18
"['dj', 'goldhagen']",8.25,4
"['dj', 'heydt']",6.2,5
"['dj', 'kucinich']",10.0,5
"['dj', 'machale']",6.25,4
"['dj', 'napoli']",8.066666666666666,15
"['dj', 'nielsen']",8.142857142857142,28
"['dj', 'pelzer']",8.096774193548388,62
"['dj', 'ranck']",9.3,10
"['dj', 'sobol']",8.25,8
"['dj', 'trump']",7.0,4
"['dk', 'goodwin']",7.458333333333333,24
"['dl', 'breo']",7.25,4
"['dl', 'brown']",6.75,4
"['dl', 'caringer']",7.75,4
"['dl', 'mckiernan']",7.0,6
"['dl', 'mossanen']",6.25,8
"['dl', 'nolte']",9.0,6
"['dl', 'paxson']",6.714285714285714,7
"['dl', 'robbins']",7.5,4
"['dl', 'sayers']",7.923076923076923,26
"['dl', 'smith']",6.0,6
"['dlj', 'camuti']",8.285714285714286,7
"['dm', 'crow']",8.307692307692308,13
"['dm', 'davidson']",7.6221662468513856,397
"['dm', 'earling']",7.4,5
"['dm', 'friedman']",7.833333333333333,6
"['dm', 'kraig']",7.6,5
"['dm', 'lessing']",6.857142857142857,14
"['dm', 'ruiz']",7.5,62
"['dm', 'vickery']",7.857142857142857,7
"['dm', 'wilkinson']",8.833333333333334,6
"['dp', 'princehughes']",8.25,4
"['dr', 'butler']",7.666666666666667,6
"['dr', 'hofstadter']",9.0,13
"['dr', 'koontz']",7.552763819095477,1393
"['dr', 'meredith']",6.714285714285714,7
"['dr', 'riso']",8.0,4
"['dr', 'williams']",9.0,4
"['drg', 'iii']",7.0,5
"['drk', 'westheimer']",5.75,4
"['dt', 'huong']",9.0,4
"['dv', 'arman']",6.6,5
"['dv', 'cauwelaert']",9.2,5
"['dv', 'drehle']",7.5,4
"['dw', 'buffa']",6.0,5
"['dw', 'cross']",7.875,40
"['dw', 'jones']",7.827586206896552,87
"['dw', 'moore']",9.0,4
"['dw', 'smith']",7.076923076923077,13
"['dw', 'weber']",6.75,4
"['dz', 'cook']",7.0,5
"['e', 'abbey']",8.040816326530612,49
"['e', 'adler']",7.571428571428571,14
"['e', 'albee']",8.5,10
"['e', 'aron']",7.25,4
"['e', 'aston']",5.333333333333333,6
"['e', 'ayers']",7.0,4
"['e', 'ball']",9.125,8
"['e', 'barbieri']",8.25,4
"['e', 'barr']",7.315789473684211,19
"['e', 'bellamy']",7.8,5
"['e', 'benedict']",7.4,10
"['e', 'berg']",7.667425968109339,439
"['e', 'bevarly']",6.6521739130434785,23
"['e', 'black']",8.0,19
"['e', 'bloor']",7.0,9
"['e', 'blyton']",7.75,4
"['e', 'bombeck']",8.027397260273972,146
"['e', 'bouton']",8.5,4
"['e', 'boyle']",8.5,4
"['e', 'brightwell']",7.333333333333333,9
"['e', 'bronte']",8.006172839506172,162
"['e', 'buchan']",7.4523809523809526,42
"['e', 'buchanan']",8.4375,16
"['e', 'bull']",8.0,16
"['e', 'bunting']",7.5,4
"['e', 'burdick']",8.5,4
"['e', 'burroughs']",7.8,5
"['e', 'buschheuer']",5.666666666666667,6
"['e', 'byerrum']",7.777777777777778,9
"['e', 'callenbach']",7.777777777777778,9
"['e', 'canin']",7.777777777777778,9
"['e', 'carle']",9.166666666666666,6
"['e', 'carmichael']",7.909090909090909,11
"['e', 'castro']",9.0,10
"['e', 'chadwick']",7.2,5
"['e', 'childers']",7.5,4
"['e', 'claire']",7.0,4
"['e', 'coatsworth']",9.055555555555555,18
"['e', 'coen']",7.285714285714286,7
"['e', 'coffman']",8.083333333333334,12
"['e', 'colfer']",8.022222222222222,180
"['e', 'conford']",6.5,4
"['e', 'cunningham']",6.833333333333333,6
"['e', 'currie']",5.0,4
"['e', 'danticat']",7.052631578947368,57
"['e', 'datlow']",8.02,50
"['e', 'degeneres']",7.25,68
"['e', 'dickinson']",8.176470588235293,17
"['e', 'donoghue']",7.7560975609756095,41
"['e', 'doyle']",8.4,5
"['e', 'drake']",9.5,4
"['e', 'dreyer']",7.75,4
"['e', 'druse']",6.166666666666667,6
"['e', 'eager']",8.0,6
"['e', 'eaves']",8.428571428571429,7
"['e', 'ehrlich']",7.8,5
"['e', 'emerson']",6.75,4
"['e', 'ensler']",7.733333333333333,45
"['e', 'estes']",8.25,12
"['e', 'fein']",5.722222222222222,18
"['e', 'fischer']",8.0,4
"['e', 'flint']",7.375,8
"['e', 'forbes']",7.3125,16
"['e', 'forrest']",6.6,5
"['e', 'forward']",7.875,8
"['e', 'fowler']",7.645833333333333,48
"['e', 'fox']",8.0,10
"['e', 'franklin']",8.0,4
"['e', 'freire']",6.2,5
"['e', 'freud']",6.777777777777778,9
"['e', 'friesner']",7.571428571428571,21
"['e', 'fulton']",7.0,4
"['e', 'gage']",6.75,4
"['e', 'galeano']",8.75,4
"['e', 'garcia']",7.857142857142857,28
"['e', 'george']",7.699346405228758,306
"['e', 'gilbert']",7.0,4
"['e', 'gilchrist']",7.884615384615385,26
"['e', 'gold']",6.888888888888889,9
"['e', 'gordeeva']",8.136363636363637,22
"['e', 'gorey']",8.514285714285714,35
"['e', 'goudge']",6.953846153846154,65
"['e', 'graver']",7.5,8
"['e', 'grayson']",7.1875,16
"['e', 'griffin']",7.5,4
"['e', 'group']",8.0,25
"['e', 'hamilton']",8.285714285714286,21
"['e', 'hand']",6.870967741935484,31
"['e', 'hansen']",7.444444444444445,9
"['e', 'harris']",7.0,4
"['e', 'hart']",6.8,5
"['e', 'hawke']",7.325581395348837,43
"['e', 'haydon']",8.588235294117647,17
"['e', 'heller']",5.5,14
"['e', 'hemingway']",7.670995670995671,231
"['e', 'hendrickson']",8.75,4
"['e', 'heron']",9.0,4
"['e', 'herrigel']",8.8,5
"['e', 'hess']",7.75,4
"['e', 'hester']",7.5,14
"['e', 'hilts']",7.0,5
"['e', 'holland']",8.25,4
"['e', 'holly']",8.24,25
"['e', 'hunter']",5.866666666666666,15
"['e', 'ibbotson']",8.25,8
"['e', 'idle']",8.2,5
"['e', 'jackson']",10.0,4
"['e', 'james']",7.1,10
"['e', 'jeffrey']",8.0,5
"['e', 'jelinek']",4.333333333333333,6
"['e', 'jong']",7.526315789473684,19
"['e', 'juska']",7.75,16
"['e', 'kerner']",7.25,4
